20
1239
0 20
61.4054 102.638 5
60.0448 101.648 6
58.7367 98.8155 7
57.1949 94.9314 8
55.0277 91.5382 9
52.8834 88.7114 10
50.9706 88.7625 11
48.935 90.6745 12
46.3159 94.4763 13
43.2822 98.4822 14
41.2964 100.533 15
39.3759 100.629 16
38.2157 99.6012 17
38.2342 98.1172 18
39.3018 96.5662 19
1 20
64 84 0
65.5185 85.4546 1
67.1177 88.5977 2
68.5179 93.8147 3
69.4226 99.5443 4
69.4026 102.519 5
68.1143 101.409 6
66.8599 98.5138 7
65.5789 94.7206 8
63.5782 91.3111 9
61.4743 88.4955 10
59.6689 88.6307 11
57.7059 90.5635 12
55.09 94.2354 13
52.0422 98.1394 14
50.0543 100.089 15
48.1399 100.08 16
47.0664 99.0743 17
47.1554 97.5125 18
48.2601 95.8347 19
1 20
68 84 0
69.5428 85.4739 1
71.198 88.6772 2
72.6003 93.9024 3
73.4738 99.5971 4
73.4506 102.556 5
72.1786 101.417 6
70.971 98.5107 7
69.7648 94.7222 8
67.8593 91.282 9
65.7731 88.4822 10
64.0751 88.6288 11
62.127 90.5564 12
59.5035 94.1687 13
56.4496 98.0378 14
54.4172 99.9165 15
52.4939 99.8718 16
51.4247 98.8574 17
51.5231 97.2632 18
52.6084 95.5372 19
1 20
80 84 0
81.6856 85.5629 1
83.4987 88.8924 2
84.8869 94.1247 3
85.686 99.7159 4
85.7045 102.541 5
84.8642 101.251 6
83.8291 98.2673 7
82.6465 94.3987 8
80.8574 90.9044 9
79.1713 88.6376 10
77.6302 88.7748 11
75.7048 90.6901 12
73.0464 94.2003 13
69.9418 97.8844 14
67.462 99.015 15
65.5323 98.9101 16
64.4109 97.8283 17
64.528 96.1098 18
65.3703 94.2808 19
1 20
84 84 0
85.7015 85.5744 1
87.5177 88.9034 2
88.9024 94.1378 3
89.6888 99.6672 4
89.7335 102.432 5
89.0987 101.055 6
88.174 98.0186 7
87.0305 94.0943 8
85.2925 90.5747 9
83.6492 88.3427 10
82.1491 88.4746 11
80.2322 90.3842 12
77.578 93.8436 13
74.4633 97.3564 14
71.9755 98.3675 15
70.0375 98.2312 16
68.8859 97.0939 17
68.9529 95.31 18
69.7498 93.4294 19
1 20
88 84 0
89.7024 85.5813 1
91.5533 88.9182 2
93.2258 94.1422 3
93.9732 99.6208 4
94.0123 102.377 5
93.3871 100.998 6
92.4912 97.9594 7
91.3587 94.0207 8
89.6525 90.4979 9
88.0466 88.3026 10
86.5999 88.4328 11
84.7142 90.3231 12
82.0907 93.6988 13
79.0296 97.0801 14
76.6026 98.0083 15
74.6625 97.8455 16
73.5376 96.6507 17
73.5808 94.7949 18
74.396 92.8571 19
1 20
92 84 0
93.6924 85.6304 1
95.5648 89.0049 2
97.3339 94.2294 3
98.2044 99.6575 4
98.2347 102.375 5
97.6113 100.994 6
96.726 97.9434 7
95.5849 93.9832 8
93.9225 90.4876 9
92.3357 88.3086 10
90.9114 88.4376 11
89.0519 90.3104 12
86.5274 93.6745 13
83.4865 96.9462 14
81.1318 97.8056 15
79.1816 97.6022 16
78.0458 96.3475 17
78.0541 94.4714 18
78.8682 92.4958 19
1 20
96 84 0
97.6868 85.7125 1
99.5608 89.155 2
101.313 94.3843 3
102.263 99.7568 4
102.289 102.403 5
101.664 101.021 6
100.766 97.9452 7
99.6008 93.9682 8
97.9376 90.4759 9
96.3505 88.2976 10
94.9269 88.4243 11
93.0982 90.2762 12
90.5907 93.6302 13
87.559 96.855 14
85.2323 97.6342 15
83.2915 97.3684 16
82.1288 96.0765 17
82.1652 94.1909 18
82.9664 92.1632 19
1 20
100 84 0
101.732 85.8677 1
103.632 89.5604 2
105.357 94.8075 3
106.25 100.181 4
106.278 102.79 5
105.649 101.41 6
104.735 98.3198 7
103.526 94.3421 8
101.854 90.8587 9
100.265 88.6736 10
98.8449 88.7954 11
97.0569 90.6168 12
94.5737 93.9712 13
91.576 97.1665 14
89.2705 97.8686 15
87.3302 97.473 16
86.1337 96.1569 17
86.1639 94.2465 18
86.9162 92.1598 19
1 20
104 84 0
105.754 85.8854 1
107.654 89.5974 2
109.346 94.865 3
110.03 100.29 4
109.873 102.809 5
109.211 101.443 6
108.248 98.3562 7
106.934 94.3831 8
105.253 90.9066 9
103.642 88.7077 10
102.237 88.8045 11
100.465 90.5998 12
98.0465 93.9626 13
95.0758 97.1364 14
92.8178 97.7123 15
90.7913 97.0886 16
89.4543 95.6956 17
89.4632 93.7463 18
90.2033 91.6263 19
1 20
108 84 0
109.761 85.8805 1
111.663 89.591 2
113.325 94.8644 3
113.618 100.483 4
113.172 102.969 5
112.404 101.687 6
111.388 98.6273 7
110.014 94.683 8
108.327 91.2212 9
106.707 89.0126 10
105.331 89.0795 11
103.57 90.8579 12
101.162 94.2218 13
98.1775 97.3729 14
95.9121 97.8402 15
93.8536 97.1889 16
92.4632 95.7914 17
92.4522 93.831 18
93.1795 91.6824 19
1 19
136 84 0
137.201 85.7355 1
138.689 89.1314 2
140.016 94.2113 3
140.24 99.835 4
139.502 102.335 5
138.501 101.276 6
137.478 98.2358 7
136.296 94.4347 8
134.757 91.1731 9
133.313 88.8919 10
132.069 88.4961 11
130.173 89.8939 12
127.866 93.1066 13
124.558 95.7362 14
122.15 95.9135 15
120.26 94.3454 16
118.714 93.0034 17
117.963 91.6003 18
0 8
156 84 0
155.09 84.5663 1
154.003 84.7692 2
152.336 84.9237 3
150.388 84.964 4
148.337 85.053 5
146.001 84.4847 6
143.335 83.9088 7
0 9
160 84 0
159.091 84.5444 1
158.003 84.737 2
156.332 84.885 3
154.384 84.9221 4
152.331 85.0046 5
149.975 84.4415 6
147.299 83.8744 7
144.371 83.0054 8
0 20
164 84 0
163.096 84.5012 1
162.008 84.6899 2
160.338 84.8353 3
158.389 84.8707 4
156.336 84.9506 5
153.975 84.3894 6
151.288 83.8226 7
148.322 82.9896 8
145.208 82.2591 9
142.345 81.4791 10
140.12 81.196 11
137.768 80.8848 12
135.37 80.854 13
132.792 80.8231 14
130.608 80.5179 15
128.571 80.0392 16
126.809 79.7398 17
125.73 79.0172 18
124.833 78.547 19
0 5
4 88 0
3.50332 88.6691 1
2.68183 89.0079 2
1.53998 89.1774 3
-0.14993 89.2387 4
0 7
8 88 0
7.48307 88.668 1
6.65322 89.0117 2
5.50608 89.1868 3
3.81806 89.2511 4
1.89459 89.3158 5
-0.189325 88.9137 6
0 8
12 88 0
11.4919 88.6746 1
10.66 89.0216 2
9.50904 89.2036 3
7.81703 89.2742 4
5.89536 89.342 5
3.81049 88.9344 6
1.38879 88.506 7
0 8
20 88 0
19.4954 88.6803 1
18.6617 89.0393 2
17.5115 89.2341 3
15.8189 89.3257 4
13.8982 89.4037 5
11.8106 88.9715 6
9.39173 88.5275 7
0 13
24 88 0
23.5672 88.713 1
22.7817 89.1467 2
21.6324 89.3491 3
19.9475 89.4605 4
18.0273 89.544 5
15.9374 89.0953 6
13.5154 88.6412 7
10.8131 87.7424 8
7.82564 86.831 9
5.21044 85.998 10
3.12975 85.8747 11
1.0044 85.7729 12
1 20
36 88 0
37.5061 89.3525 1
39.1373 92.4536 2
40.7845 97.7604 3
41.7526 103.618 4
41.6896 106.626 5
40.466 105.937 6
38.9933 103.594 7
37.3198 100.07 8
35.0127 96.8606 9
32.7989 94.0858 10
30.7497 93.9853 11
28.5972 95.7193 12
25.8534 99.5451 13
22.7526 103.636 14
20.5975 105.696 15
18.6123 106.143 16
16.9944 105.442 17
16.2952 104.13 18
16.5631 102.941 19
1 20
40 88 0
41.493 89.3563 1
43.0985 92.4599 2
44.6744 97.8005 3
45.6386 103.657 4
45.5994 106.666 5
44.2998 105.893 6
42.8796 103.421 7
41.2349 99.7598 8
39.0179 96.4206 9
36.8338 93.6101 10
34.8127 93.5382 11
32.6694 95.2988 12
29.9326 99.1276 13
26.8348 103.221 14
24.7145 105.288 15
22.7371 105.703 16
21.287 104.892 17
20.7654 103.491 18
21.3085 102.138 19
1 20
44 88 0
45.4867 89.3434 1
47.0698 92.4438 2
48.5921 97.7911 3
49.5495 103.643 4
49.5288 106.649 5
48.2041 105.813 6
46.853 103.204 7
45.2372 99.4752 8
43.0321 96.0964 9
40.8597 93.2789 10
38.8585 93.2244 11
36.7361 95.0281 12
34.0144 98.8552 13
30.9339 102.947 14
28.862 105.029 15
26.9075 105.386 16
25.5425 104.496 17
25.2744 103.022 18
25.9615 101.613 19
1 20
48 88 0
49.4902 89.3149 1
51.0656 92.4081 2
52.5267 97.7121 3
53.4673 103.553 4
53.4494 106.557 5
52.1203 105.684 6
50.815 102.954 7
49.2461 99.1727 8
47.0641 95.7809 9
44.901 92.96 10
42.9295 92.9304 11
40.8417 94.7966 12
38.1632 98.6126 13
35.103 102.692 14
33.0795 104.784 15
31.1594 105.04 16
29.8802 104.117 17
29.8062 102.621 18
30.6555 101.16 19
1 20
52 88 0
53.5006 89.2997 1
55.0718 92.3773 2
56.4919 97.6281 3
57.4233 103.463 4
57.4069 106.464 5
56.0617 105.535 6
54.7664 102.76 7
53.2943 98.9379 8
51.1482 95.5396 9
48.994 92.7183 10
47.0368 92.7018 11
44.9598 94.581 12
42.3263 98.3846 13
39.2946 102.427 14
37.2924 104.508 15
35.3917 104.681 16
34.2482 103.722 17
34.2675 102.215 18
35.3062 100.676 19
1 11
80 88 0
81.6742 89.5119 1
83.4767 92.8307 2
84.861 98.0489 3
85.6341 103.707 4
85.6228 106.589 5
84.6719 105.367 6
83.6061 102.408 7
82.4589 98.5552 8
80.6586 95.0904 9
79.0022 92.7965 10
1 20
84 88 0
85.692 89.5429 1
87.501 92.8695 2
88.8809 98.1008 3
89.6026 103.72 4
89.6123 106.532 5
88.8578 105.218 6
87.911 102.199 7
86.7774 98.3074 8
85.0279 94.8224 9
83.4119 92.5692 10
81.92 92.6951 11
80.0043 94.6003 12
77.3728 98.0836 13
74.3017 101.742 14
71.9243 102.896 15
70.0156 102.776 16
68.9613 101.686 17
69.1912 99.8952 18
70.3026 98.0492 19
1 20
88 88 0
89.6936 89.5707 1
91.5148 92.9088 2
92.9829 98.1588 3
93.6456 103.71 4
93.6297 106.492 5
93.0003 105.12 6
92.0959 102.089 7
90.9668 98.1672 8
89.2703 94.6756 9
87.6797 92.4587 10
86.2483 92.5893 11
84.3626 94.488 12
81.7768 97.9061 13
78.7603 101.345 14
76.4152 102.336 15
74.4975 102.188 16
73.4342 101.055 17
73.6369 99.212 18
74.5729 97.2884 19
1 20
92 88 0
93.6584 89.6248 1
95.4805 92.9908 2
97.0486 98.224 3
97.6091 103.781 4
97.5858 106.517 5
96.952 105.142 6
96.0495 102.1 7
94.9126 98.1713 8
93.243 94.6876 9
91.6643 92.4935 10
90.2401 92.6221 11
88.3933 94.5072 12
85.8753 97.8878 13
82.8829 101.25 14
80.5591 102.17 15
78.6411 102.001 16
77.5527 100.8 17
77.7117 98.9392 18
78.6397 96.9962 19
1 20
96 88 0
97.6376 89.71 1
99.4424 93.135 2
101.096 98.3536 3
101.618 103.893 4
101.596 106.555 5
100.964 105.175 6
100.057 102.109 7
98.9038 98.1597 8
97.2406 94.6789 9
95.661 92.4906 10
94.2396 92.6166 11
92.4276 94.4781 12
89.9317 97.8474 13
86.9727 101.147 14
84.6623 102.016 15
82.7439 101.806 16
81.6082 100.522 17
81.7572 98.6504 18
82.6717 96.6541 19
1 20
100 88 0
101.665 89.7977 1
103.495 93.3503 2
105.182 98.5881 3
105.564 104.187 4
105.514 106.799 5
104.883 105.42 6
103.969 102.346 7
102.798 98.3919 8
101.131 94.9193 9
99.5534 92.7255 10
98.1395 92.8449 11
96.3572 94.676 12
93.8942 98.0459 13
90.9597 101.31 14
88.6614 102.107 15
86.7537 101.762 16
85.6076 100.463 17
85.7455 98.5593 18
86.6696 96.5035 19
1 20
104 88 0
105.746 89.8394 1
107.621 93.5001 2
109.224 98.7546 3
109.513 104.376 4
109.108 106.851 5
108.469 105.477 6
107.535 102.401 7
106.291 98.4501 8
104.617 94.9838 9
103.038 92.7821 10
101.64 92.8902 11
99.89 94.69 12
97.4817 98.0566 13
94.5576 101.289 14
92.316 102.011 15
90.3305 101.483 16
89.1306 100.149 17
89.2589 98.2202 18
90.0978 96.1159 19
1 20
108 88 0
109.772 89.8273 1
111.671 93.4809 2
113.271 98.7252 3
113.507 104.364 4
112.982 106.799 5
112.196 105.519 6
111.179 102.467 7
109.818 98.5424 8
108.129 95.1008 9
106.558 92.881 10
105.217 92.9445 11
103.495 94.7156 12
101.091 98.0806 13
98.1388 101.288 14
95.8992 101.948 15
93.8417 101.362 16
92.5027 99.9935 17
92.6057 98.0598 18
93.436 95.9425 19
1 5
128 88 0
129.375 89.7536 1
130.987 93.2494 2
132.387 98.3884 3
132.615 104.023 4
0 8
160 88 0
159.101 88.4895 1
158.012 88.6823 2
156.346 88.8225 3
154.398 88.8589 4
152.343 88.9393 5
149.992 88.3738 6
147.306 87.7986 7
0 20
168 88 0
167.101 88.4832 1
166.014 88.6695 2
164.349 88.8072 3
162.402 88.8398 4
160.345 88.9169 5
157.982 88.3574 6
155.29 87.7872 7
152.316 86.9548 8
149.201 86.231 9
146.317 85.4797 10
144.077 85.1871 11
141.766 84.8149 12
139.381 84.7323 13
136.843 84.5775 14
134.656 84.2201 15
132.62 83.7393 16
130.85 83.4265 17
129.757 82.6938 18
128.843 82.2154 19
0 5
4 92 0
3.50787 92.6801 1
2.68616 93.0202 2
1.54026 93.1944 3
-0.124757 93.2655 4
0 8
12 92 0
11.5012 92.6812 1
10.6689 93.0332 2
9.51654 93.2185 3
7.85058 93.2917 4
5.93302 93.3598 5
3.84568 92.9533 6
1.43656 92.5023 7
0 11
20 92 0
19.5012 92.6831 1
18.6686 93.0481 2
17.5197 93.2457 3
15.8611 93.3508 4
13.9447 93.4282 5
11.8541 93.0052 6
9.44368 92.5422 7
6.75219 91.6379 8
3.77081 90.7111 9
1.15384 89.865 10
1 8
32 92 0
33.4484 93.2635 1
35.0678 96.3326 2
36.734 101.595 3
37.7708 107.432 4
37.6469 110.401 5
36.6087 109.858 6
35.1061 107.499 7
1 20
36 92 0
37.5139 93.281 1
39.1261 96.3578 2
40.7725 101.637 3
41.7416 107.497 4
41.6556 110.487 5
40.4549 109.772 6
39.0164 107.328 7
37.4095 103.807 8
35.1481 100.55 9
32.9629 97.7622 10
30.9425 97.6847 11
28.7923 99.4242 12
26.0451 103.247 13
22.959 107.361 14
20.7947 109.446 15
18.8117 109.933 16
17.1958 109.228 17
16.5352 107.892 18
16.9073 106.649 19
1 20
48 92 0
49.5064 93.2615 1
51.0788 96.3339 2
52.5197 101.567 3
53.4501 107.418 4
53.4346 110.416 5
52.1315 109.543 6
50.8504 106.806 7
49.4275 103.097 8
47.2857 99.7138 9
45.1238 96.8979 10
43.1539 96.8673 11
41.0453 98.6874 12
38.3473 102.492 13
35.2994 106.58 14
33.3074 108.712 15
31.4125 108.983 16
30.2402 108.078 17
30.2487 106.572 18
31.1763 105.086 19
1 20
52 92 0
53.5102 93.2636 1
55.081 96.3354 2
56.493 101.547 3
57.413 107.394 4
57.3989 110.388 5
56.0923 109.48 6
54.8105 106.711 7
53.6048 102.931 8
51.4958 99.5379 9
49.3431 96.7224 10
47.384 96.6993 11
45.2966 98.5527 12
42.6351 102.329 13
39.615 106.371 14
37.6337 108.489 15
35.7559 108.663 16
34.7077 107.728 17
34.847 106.188 18
35.9673 104.602 19
1 20
72 92 0
73.5532 93.3033 1
75.1366 96.3914 2
76.5159 101.565 3
77.332 107.338 4
77.3105 110.288 5
76.1071 109.172 6
74.9197 106.274 7
73.8059 102.473 8
71.9662 99.0279 9
69.8933 96.2596 10
68.2429 96.3584 11
66.287 98.257 12
63.6627 101.813 13
60.6826 105.705 14
58.6971 107.642 15
56.849 107.641 16
55.8578 106.653 17
56.0943 105.009 18
57.2809 103.279 19
1 20
76 92 0
77.597 93.3383 1
79.274 96.513 2
80.6511 101.683 3
81.4367 107.436 4
81.4137 110.37 5
80.3181 109.207 6
79.1761 106.288 7
78.0572 102.474 8
76.2382 99.0254 9
74.4118 96.4915 10
72.8309 96.606 11
70.896 98.5021 12
68.2724 102.038 13
65.2844 105.87 14
63.2071 107.582 15
61.3546 107.556 16
60.3605 106.554 17
60.6182 104.876 18
61.8097 103.115 19
1 5
80 92 0
81.6346 93.4006 1
83.4004 96.6789 2
84.7743 101.86 3
85.5124 107.588 4
1 20
84 92 0
85.6518 93.4559 1
87.4451 96.7612 2
88.8124 101.95 3
89.4692 107.658 4
89.433 110.533 5
88.5236 109.314 6
87.5111 106.335 7
86.3807 102.483 8
84.613 99.0281 9
83.0212 96.7546 10
81.5363 96.8719 11
79.6283 98.7675 12
77.027 102.248 13
74.0297 105.946 14
71.7268 107.216 15
69.8387 107.117 16
68.8241 106.052 17
69.0943 104.279 18
70.2683 102.455 19
1 20
88 92 0
89.6557 93.5042 1
91.4544 96.8091 2
92.8217 102.002 3
93.3642 107.686 4
93.3003 110.51 5
92.5839 109.185 6
91.6163 106.186 7
90.4828 102.308 8
88.7602 98.8469 9
87.1927 96.5998 10
85.7424 96.7222 11
83.8553 98.6149 12
81.2892 102.061 13
78.3079 105.656 14
76.0004 106.81 15
74.1077 106.68 16
73.092 105.581 17
73.3747 103.754 18
74.559 101.895 19
1 20
92 92 0
93.6153 93.5609 1
95.393 96.889 2
96.7995 102.075 3
97.1078 107.717 4
97.0221 110.482 5
96.3659 109.121 6
95.4281 106.099 7
94.2872 102.203 8
92.6109 98.7409 9
91.0536 96.5124 10
89.6252 96.6373 11
87.8145 98.5076 12
85.3111 101.895 13
82.3623 105.377 14
80.062 106.392 15
78.1623 106.242 16
77.1229 105.111 17
77.3693 103.26 18
78.5471 101.378 19
1 20
96 92 0
97.6158 93.6214 1
99.3613 96.9935 2
100.804 102.17 3
101.069 107.812 4
100.954 110.506 5
100.299 109.137 6
99.3745 106.087 7
98.2244 102.176 8
96.5622 98.7165 9
95.0048 96.5018 10
93.5896 96.6247 11
91.8226 98.467 12
89.3527 101.846 13
86.444 105.236 14
84.1449 106.185 15
82.2475 106.016 16
81.1447 104.791 17
81.37 102.931 18
82.5411 101.023 19
1 20
100 92 0
101.637 93.6973 1
103.366 97.1411 2
104.784 102.325 3
105.035 107.97 4
104.837 110.555 5
104.188 109.182 6
103.265 106.116 7
102.095 102.188 8
100.433 98.7301 9
98.8725 96.5188 10
97.4755 96.6282 11
95.715 98.4551 12
93.2746 101.832 13
90.3676 105.151 14
88.0943 106.035 15
86.1985 105.83 16
85.0678 104.548 17
85.2964 102.668 18
86.3998 100.694 19
1 20
104 92 0
105.728 93.7484 1
107.503 97.2737 2
108.942 102.479 3
109.184 108.12 4
108.718 110.579 5
108.045 109.218 6
107.087 106.154 7
105.873 102.226 8
104.202 98.7774 9
102.654 96.5522 10
101.311 96.6223 11
99.5765 98.4185 12
97.1673 101.788 13
94.2635 105.09 14
92.0198 105.894 15
90.0923 105.446 16
88.9145 104.134 17
89.1208 102.228 18
90.1235 100.181 19
1 20
108 92 0
109.773 93.7477 1
111.63 97.2801 2
113.116 102.472 3
113.351 108.111 4
112.812 110.533 5
112.005 109.26 6
110.985 106.216 7
109.637 102.326 8
107.947 98.9042 9
106.424 96.6665 10
105.121 96.7174 11
103.428 98.4789 12
101.028 101.844 13
98.0927 105.127 14
95.8473 105.884 15
93.8037 105.353 16
92.5337 104.027 17
92.7233 102.123 18
93.7011 100.069 19
1 5
128 92 0
129.396 93.6433 1
130.989 96.9307 2
132.384 102.009 3
132.614 107.636 4
1 4
132 92 0
133.315 93.6058 1
134.857 96.8111 2
136.245 101.87 3
1 19
136 92 0
137.22 93.5333 1
138.711 96.5129 2
140.128 101.297 3
140.459 106.735 4
139.842 109.044 5
138.899 107.92 6
137.886 104.958 7
136.691 101.423 8
135.13 98.2947 9
133.783 96.0401 10
132.735 95.6872 11
131.242 96.8814 12
128.935 100.038 13
125.748 102.736 14
123.343 102.953 15
121.394 102.192 16
119.797 101.056 17
118.85 99.99 18
0 4
156 92 0
155.103 92.4842 1
154.01 92.6888 2
152.358 92.8319 3
0 20
168 92 0
167.102 92.4782 1
166.013 92.6636 2
164.351 92.7945 3
162.405 92.8265 4
160.345 92.9001 5
157.982 92.341 6
155.289 91.7677 7
152.316 90.9343 8
149.205 90.2118 9
146.343 89.4592 10
144.12 89.1539 11
141.829 88.764 12
139.464 88.6716 13
136.914 88.5046 14
134.718 88.1313 15
132.691 87.6281 16
130.909 87.2967 17
129.813 86.5557 18
128.908 86.0298 19
0 5
4 96 0
3.50784 96.6818 1
2.68786 97.0228 2
1.53919 97.2012 3
-0.0778903 97.2933 4
0 7
8 96 0
7.50512 96.6826 1
6.67582 97.0335 2
5.52255 97.2159 3
3.90281 97.3031 4
1.98764 97.3712 5
-0.1039 96.9712 6
0 8
12 96 0
11.5038 96.6829 1
10.6732 97.0388 2
9.51787 97.2265 3
7.89317 97.3167 4
5.98086 97.3868 5
3.888 96.9835 6
1.48958 96.5176 7
0 11
20 96 0
19.5058 96.6843 1
18.6777 97.0557 2
17.527 97.2585 3
15.8954 97.3737 4
13.9842 97.4519 5
11.8889 97.0353 6
9.48559 96.5558 7
6.81127 95.6436 8
3.83153 94.7034 9
1.21881 93.8434 10
1 9
32 96 0
33.5111 97.2515 1
35.1102 100.312 2
36.7723 105.553 3
37.8289 111.413 4
37.6893 114.379 5
36.6393 113.847 6
35.2948 111.389 7
33.3974 108.331 8
1 20
36 96 0
37.5123 97.2539 1
39.1074 100.32 2
40.7463 105.571 3
41.7192 111.439 4
41.648 114.422 5
40.4668 113.717 6
39.1268 111.196 7
37.5614 107.712 8
35.3985 104.405 9
33.225 101.618 10
31.2133 101.546 11
29.0613 103.286 12
26.3124 107.106 13
23.2549 111.272 14
21.0885 113.375 15
19.1116 113.888 16
17.532 113.164 17
16.9201 111.76 18
17.2749 110.541 19
1 20
48 96 0
49.5094 97.2532 1
51.08 100.32 2
52.5082 105.516 3
53.4306 111.377 4
53.4175 114.37 5
52.1426 113.5 6
50.8758 110.767 7
49.5417 107.078 8
47.4244 103.698 9
45.264 100.89 10
43.2898 100.855 11
41.1587 102.644 12
38.441 106.435 13
35.4088 110.533 14
33.4243 112.679 15
31.5582 112.951 16
30.4846 112.049 17
30.5247 110.527 18
31.5627 108.995 19
1 20
52 96 0
53.5124 97.2539 1
55.0811 100.321 2
56.4853 105.505 3
57.3969 111.363 4
57.3845 114.354 5
56.1059 113.453 6
54.8397 110.694 7
53.7149 106.921 8
51.6119 103.535 9
49.4639 100.727 10
47.5 100.7 11
45.3941 102.524 12
42.7001 106.287 13
39.6881 110.347 14
37.7121 112.48 15
35.8612 112.656 16
34.8409 111.727 17
35.0306 110.16 18
36.1994 108.537 19
1 20
56 96 0
57.5215 97.2525 1
59.0892 100.319 2
60.4775 105.486 3
61.3756 111.335 4
61.3627 114.323 5
60.099 113.381 6
58.8444 110.593 7
57.7327 106.812 8
55.6678 103.417 9
53.5334 100.61 10
51.601 100.596 11
49.5249 102.445 12
46.8636 106.171 13
43.8653 110.206 14
41.8933 112.329 15
40.0453 112.462 16
39.0318 111.523 17
39.2429 109.945 18
40.4219 108.306 19
1 20
68 96 0
69.55 97.2453 1
71.1196 100.314 2
72.4912 105.463 3
73.3302 111.28 4
73.3119 114.247 5
72.1018 113.178 6
70.908 110.297 7
69.8107 106.508 8
67.9516 103.085 9
65.8598 100.301 10
64.0414 100.333 11
62.0597 102.219 12
59.4359 105.781 13
56.4712 109.739 14
54.5023 111.777 15
52.6652 111.817 16
51.6849 110.849 17
51.9198 109.232 18
53.1152 107.531 19
1 6
80 96 0
81.5913 97.2832 1
83.2314 100.413 2
84.5968 105.564 3
85.3167 111.33 4
85.2846 114.254 5
1 20
92 96 0
93.6024 97.3873 1
95.3346 100.663 2
96.6804 105.796 3
96.9483 111.452 4
96.8237 114.231 5
96.1313 112.883 6
95.1462 109.885 7
94.0016 106.027 8
92.3274 102.589 9
90.786 100.331 10
89.3551 100.452 11
87.549 102.307 12
85.0762 105.694 13
82.1822 109.258 14
79.9048 110.385 15
78.0181 110.245 16
77.0106 109.134 17
77.3066 107.297 18
78.5237 105.419 19
1 20
96 96 0
97.6016 97.4376 1
99.3 100.744 2
100.652 105.87 3
100.904 111.518 4
100.69 114.17 5
100.014 112.812 6
99.0418 109.795 7
97.8874 105.921 8
96.2273 102.489 9
94.6894 100.248 10
93.3035 100.357 11
91.5557 102.189 12
89.1225 105.565 13
86.2463 109.065 14
83.9745 110.103 15
82.0868 109.952 16
81.0259 108.789 17
81.3157 106.947 18
82.529 105.064 19
1 20
100 96 0
101.636 97.4834 1
103.329 100.84 2
104.692 105.968 3
104.94 111.613 4
104.602 114.137 5
103.922 112.779 6
102.95 109.746 7
101.77 105.862 8
100.11 102.436 9
98.577 100.2 10
97.235 100.283 11
95.5031 102.096 12
93.0824 105.47 13
90.1914 108.875 14
87.9346 109.842 15
86.0443 109.676 16
84.9406 108.44 17
85.207 106.58 18
86.4031 104.684 19
1 20
104 96 0
105.67 97.5559 1
107.379 100.94 2
108.759 106.094 3
109.001 111.736 4
108.505 114.164 5
107.785 112.826 6
106.791 109.792 7
105.571 105.906 8
103.907 102.49 9
102.395 100.243 10
101.073 100.309 11
99.3633 102.092 12
96.9552 105.462 13
94.0472 108.826 14
91.8017 109.699 15
89.9 109.407 16
88.7567 108.133 17
89.0131 106.26 18
90.15 104.313 19
1 20
108 96 0
109.719 97.5606 1
111.473 100.941 2
112.882 106.099 3
113.118 111.738 4
112.58 114.152 5
111.757 112.888 6
110.733 109.864 7
109.395 106.022 8
107.714 102.647 9
106.243 100.388 10
104.948 100.435 11
103.283 102.173 12
100.887 105.537 13
97.9478 108.889 14
95.6875 109.701 15
93.6967 109.308 16
92.4859 108.023 17
92.7313 106.152 18
93.8467 104.196 19
1 6
128 96 0
129.405 97.4935 1
130.969 100.637 2
132.356 105.68 3
132.588 111.3 4
131.997 113.657 5
1 18
132 96 0
133.323 97.4479 1
134.838 100.427 2
136.225 105.456 3
136.46 111.066 4
135.863 113.401 5
134.952 112.246 6
133.942 109.272 7
132.695 105.638 8
131.117 102.509 9
129.818 100.244 10
128.847 99.9296 11
127.453 101.201 12
125.143 104.399 13
121.97 107.236 14
119.57 107.566 15
117.633 106.957 16
116.146 105.793 17
1 19
136 96 0
137.216 97.404 1
138.696 100.111 2
140.245 104.678 3
140.63 110.041 4
140.036 112.294 5
139.106 111.159 6
138.097 108.225 7
136.911 104.788 8
135.356 101.706 9
134.057 99.4544 10
133.075 99.1086 11
131.67 100.267 12
129.382 103.37 13
126.239 106.091 14
123.832 106.357 15
121.893 105.737 16
120.291 104.712 17
119.344 103.66 18
0 4
152 96 0
151.108 96.4774 1
150.014 96.6922 2
148.401 96.8622 3
0 9
164 96 0
163.101 96.4742 1
162.01 96.6595 2
160.35 96.7852 3
158.405 96.8175 4
156.347 96.8887 5
153.985 96.3275 6
151.297 95.7449 7
148.361 94.8802 8
0 20
168 96 0
167.102 96.4727 1
166.012 96.6567 2
164.354 96.7815 3
162.41 96.8122 4
160.347 96.8773 5
157.982 96.3192 6
155.291 95.7409 7
152.32 94.9039 8
149.217 94.1789 9
146.379 93.4097 10
144.22 93.0563 11
141.947 92.6577 12
139.572 92.6155 13
137.041 92.4394 14
134.841 92.0627 15
132.817 91.553 16
131.025 91.1998 17
129.925 90.4489 18
129.022 89.8971 19
0 5
4 100 0
3.50757 100.682 1
2.69222 101.025 2
1.53842 101.205 3
-0.065388 101.298 4
0 7
8 100 0
7.50416 100.684 1
6.6793 101.037 2
5.51695 101.224 3
3.9117 101.32 4
2.00261 101.388 5
-0.115087 101.003 6
0 8
12 100 0
11.5043 100.685 1
10.6807 101.044 2
9.51874 101.237 3
7.91396 101.336 4
6.01146 101.406 5
